id_paquete,cedis,estado,hora_recolectado,hora_creacion,hora_entregado,hora_falla
478e6726-432b-486b-bbbf-722b88a07186,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:10:06.417000,2021-12-10T13:10:07.832000,2021-12-11T10:57:59.675000,
c6c0c987-39c4-4d91-8c5a-1066032855a5,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:10:06.417000,2021-12-10T12:26:14.881000,2021-12-11T10:32:43.374000,
0f54f84e-dd1e-4677-8283-d34ac095e26e,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:10:06.417000,2021-12-10T14:50:17.543000,2021-12-11T08:54:23.350000,
270ba6bd-31fd-4c73-b608-b5ef7ec9d45a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T16:58:37.232000,2021-12-11T16:37:06.339000,
76455a29-71d4-41ed-9d90-69abb0531da0,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T17:54:34.678000,2021-12-11T15:10:17.096000,
4cf7e875-bca7-44a3-92e1-585cfa178e55,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T14:12:24.568000,2021-12-11T11:49:02.432000,
d8eb4a7f-53d7-48a2-b23d-382ce51634d7,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T14:10:55.702000,2021-12-11T13:34:25.795000,
f51d595e-3fd7-497c-b3a9-8450cecae3a6,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T13:49:09.050000,2021-12-11T15:19:57.289000,
bf01aa8b-13dd-45df-96e0-7a849834ed6c,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T13:19:09.624000,2021-12-11T15:31:35.372000,
3fda2221-c17b-4d43-b602-9ffd7c872484,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T12:45:33.428000,2021-12-11T16:29:11.610000,
bbca2bad-e501-4ac5-917d-0697eb59c456,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T13:50:48.643000,2021-12-11T15:21:02.274000,
26337edb-e336-40fb-9bc5-f034b0712963,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T14:45:56.912000,2021-12-11T15:39:40.885000,
2563afe1-bb86-4cb7-89e1-d77206497680,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T16:36:24.255000,2021-12-11T13:49:05.404000,
3c14eec3-5426-42bb-9df3-daa7510701af,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T17:06:00.252000,2021-12-11T16:40:41.695000,
532c3eaf-4b40-4338-97bc-1aaf9f78c2dd,CUERNAVACA 001,FAILED,2021-12-11T10:28:30.252000,2021-12-10T14:00:00.345000,,2021-12-11T15:49:09.107000
9c16072a-c107-452a-920e-c81de48f3a66,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T14:01:08.538000,2021-12-11T16:10:47.311000,
213ab149-7521-4196-8199-f5af74d9e786,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T16:58:14.269000,2021-12-11T13:41:05.582000,
89172be0-557f-4bba-a950-f869b7a1130f,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T13:40:56.410000,2021-12-11T15:17:14.018000,
2eb53b24-a4d0-4681-98a6-1faddef3aae6,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T12:16:23.806000,2021-12-11T13:56:52.555000,
a59bb3a3-2495-42c3-a77b-9d8fce53ab7b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T12:00:14.540000,2021-12-11T14:57:03.718000,
6593d4ee-65c4-433b-915a-ac047344053f,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T14:00:40.989000,2021-12-11T11:15:22.312000,
0fe3bfc9-e3bd-45c6-a494-a8dd39fbb7ed,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T13:43:52.311000,2021-12-11T16:17:25.510000,
cbae0c51-c1ef-4d7c-81ae-6031f6b5e745,CUERNAVACA 001,SUCCESSFUL,2021-12-11T10:28:30.252000,2021-12-10T14:40:21.554000,2021-12-11T15:59:27.127000,
70570bfa-77a2-4ed6-bb24-a4af06d5c419,CUERNAVACA 001,SUCCESSFUL,2021-12-08T16:57:21.011000,2021-12-08T12:06:03.101000,2021-12-08T20:42:19.223000,
e53b1f6b-e2f9-4df5-a306-8f9afce1ad5b,CUERNAVACA 001,SUCCESSFUL,2021-12-08T16:57:21.011000,2021-12-07T18:38:04.241000,2021-12-08T20:56:16.596000,
045a858e-3459-48e5-8124-f6ee74163b7e,CUERNAVACA 001,SUCCESSFUL,2021-12-08T16:57:21.011000,2021-12-08T13:24:22.076000,2021-12-08T20:55:45.128000,
a7db52eb-7463-48e4-8f23-fca79deafbf3,CUERNAVACA 001,SUCCESSFUL,2021-12-08T16:57:21.011000,2021-12-07T18:38:34.584000,2021-12-08T20:54:32.328000,
e74854a3-8b65-4801-8640-3f17dd479c74,CUERNAVACA 001,SUCCESSFUL,2021-12-08T16:57:21.011000,2021-12-08T11:47:24.422000,2021-12-08T18:30:30.736000,
617f2842-f41c-4d9f-8bd5-9fdf14f6873e,CUERNAVACA 001,SUCCESSFUL,2021-12-12T07:13:53.887000,2021-12-11T12:22:08.934000,2021-12-12T08:19:31.874000,
ddd184c7-6bd0-4a23-818a-5310fb71c848,CUERNAVACA 001,SUCCESSFUL,2021-12-12T07:13:53.887000,2021-12-10T17:47:31.569000,2021-12-12T08:43:48.018000,
a136a114-cc75-4143-b5e8-4cb8fd157e0f,CUERNAVACA 001,SUCCESSFUL,2021-12-12T07:13:53.887000,2021-12-11T10:44:36.091000,2021-12-12T07:35:46.013000,
9e25ad97-d3d8-41d0-9ba0-797c26f3cbc3,CUERNAVACA 001,SUCCESSFUL,2021-12-12T07:13:53.887000,2021-12-11T16:10:17.995000,2021-12-12T08:30:41.793000,
fc0ecc45-c248-46d3-863b-0432089e554b,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T10:16:57.559000,2021-12-10T17:16:57.833000,
f63ff153-edd1-4f44-ae1f-e1af70e390d4,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-09T21:09:25.145000,2021-12-10T18:33:50.317000,
1738b868-70a0-4735-bf90-682c8c699cf0,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T11:20:18.275000,2021-12-10T17:49:05.720000,
37d56c37-239d-4a5f-b403-cab7be3f422e,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T12:21:48.768000,2021-12-10T18:47:28.045000,
f56c02d8-b841-4eda-a8d0-b01ad40e4e5c,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T11:08:12.748000,2021-12-10T17:22:25.861000,
3644899c-6d72-4921-adff-603af2c45339,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T11:08:29.201000,2021-12-10T17:34:26.925000,
61d8f9f9-2a6b-4418-a22a-ab5b9a6dc58c,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T12:12:19.446000,2021-12-10T18:23:15.919000,
6d6a1812-113f-4d20-ae3f-093688d499b6,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T11:01:19.653000,2021-12-10T17:26:55.945000,
08ff337a-b8d5-42b4-a3fb-ff2e72e69900,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T12:16:46.844000,2021-12-10T19:02:55.829000,
28de2507-5b95-4d66-bf90-a2f25fa09e89,CUERNAVACA 001,SUCCESSFUL,2021-12-10T14:39:36.975000,2021-12-10T10:52:21.042000,2021-12-10T18:48:10.664000,
7dfd6758-be97-4c53-ab0d-226195e1b307,CUERNAVACA 001,SUCCESSFUL,2021-12-11T12:39:38.587000,2021-12-10T12:33:38.914000,2021-12-11T15:10:26.318000,
5ec71a9d-0c65-4f3e-b796-f3d33dcbfb86,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:08:19.083000,2021-12-11T14:10:35.270000,2021-12-12T10:15:54.107000,
a7186637-cd4c-4d21-ab96-2854bf68056e,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:08:19.083000,2021-12-11T14:39:47.941000,2021-12-12T09:24:03.224000,
72e4cc78-3273-473d-868a-1bdcc3952dff,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T13:05:10.854000,2021-12-11T11:57:52.052000,
0317d482-7c8b-4704-979a-b7812f702f8b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T10:30:50.492000,2021-12-11T16:14:37.705000,
82310784-0df9-4a38-a5e0-21d37128ccfe,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T14:47:01.859000,2021-12-11T09:41:00.494000,
4d13f363-2038-4b98-b5e8-950776747dc5,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:46:01.804000,2021-12-11T15:54:47.753000,
8f8720e8-bffd-4b94-b686-859ebc14f598,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:37:53.896000,2021-12-11T09:57:14.517000,
f9b43932-cfd4-4cde-84c9-ab6827373e10,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T14:23:07.188000,2021-12-11T10:52:25.696000,
3085859e-5f18-481f-b99f-a2725cd1a51e,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:12:56.969000,2021-12-11T10:10:01.489000,
bb8d28bb-4982-47bb-9153-c6bf2b060014,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:36:32.314000,2021-12-11T10:26:18.177000,
8f4c2f70-52d3-4a79-a003-e1180d1c007f,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T13:35:22.321000,2021-12-11T14:14:36.831000,
304837bb-cf54-4a3f-ba4d-ccc907f34c23,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T15:03:32.338000,2021-12-11T10:40:32.179000,
80a8dee2-8be8-495a-b65b-8a97a89558c9,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T15:59:35.286000,2021-12-11T15:32:29.589000,
993d362c-5de1-4234-a0db-325bc83fb912,CUERNAVACA 001,FAILED,2021-12-11T07:55:45.995000,2021-12-10T15:01:15.109000,,2021-12-11T11:21:34.048000
281fda97-fa6c-4956-80fd-97483aa1f475,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:37:06.537000,2021-12-11T09:54:19.097000,
592c28bd-4326-4b0f-b8e9-ea7d5376bbae,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:43:55.922000,2021-12-11T15:06:16.145000,
ae787b13-dccf-4ed9-850c-49e666ac60f8,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:07:47.773000,2021-12-11T14:38:44.737000,
ec958c6d-78a7-43e6-a26e-5480884cb64f,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T15:04:27.325000,2021-12-11T10:40:12.476000,
fd0bc623-a115-4b1f-83e6-9b2277b0dff2,CUERNAVACA 001,FAILED,2021-12-11T07:55:45.995000,2021-12-10T16:55:50.890000,,2021-12-11T16:36:46.671000
d953df18-096f-4f3f-9bed-00783431df49,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:54:27.129000,2021-12-11T09:17:37.814000,
2e61407d-4778-4a7a-9253-339a1cf9634e,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:36:54.445000,2021-12-11T13:18:30.654000,
ce235604-1bdb-4ee5-aa73-5bcc0b1f641a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:43:12.398000,2021-12-11T09:28:26.893000,
6c2ffe9b-bd87-414d-8d54-95136a8cbf8c,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:47:39.193000,2021-12-11T09:14:37.681000,
867e3877-522d-481c-b1a3-c5bccb9ac7a9,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:40:26.475000,2021-12-11T11:41:16.359000,
ff85ad07-8697-40f4-a2ea-1d734a5a7ca0,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:57:02.041000,2021-12-11T14:53:51.256000,
b3838631-6b41-43f8-a418-82e6f3374b9a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:45:03.127000,2021-12-11T09:28:53.473000,
a05453f0-f1f0-4299-9806-3d7b4ee54013,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T17:19:39.849000,2021-12-11T11:28:14.824000,
610fadda-4b40-45a8-a814-ad819adbe022,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T13:31:55.787000,2021-12-11T10:21:29.060000,
8990a96c-e2a9-45bd-ac31-bf26515dd4c0,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T16:05:34.844000,2021-12-11T16:07:14.112000,
7422df10-b88f-4a89-82a6-7fe825894d12,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T14:24:54.480000,2021-12-11T09:23:04.908000,
6f64077a-c61c-414b-8442-68b2245deb8d,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:55:45.995000,2021-12-10T13:21:50.132000,2021-12-11T12:58:25.167000,
59d68d44-8050-4174-b4d6-fa8f8661fcf1,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T13:19:37.802000,2021-12-10T20:27:34.356000,
b7dd9ad4-c045-470d-8652-18758570f1cc,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-09T20:28:00.303000,2021-12-10T20:22:53.996000,
2f0a5138-2450-4d9e-beec-d1e35e51992e,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T12:36:48.684000,2021-12-10T20:11:05.589000,
8121bac4-f337-4a73-8c7c-b097b4a0b18d,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T12:04:10.620000,2021-12-10T20:02:58.726000,
d535eb44-d3d9-428e-8765-525f9cda0754,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T11:59:54.763000,2021-12-10T17:12:29.613000,
9515d9bb-80f9-4ec8-ab6c-52b44b002f7c,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T12:52:54.902000,2021-12-10T19:59:36.457000,
860b5847-20bc-45ad-93b0-bbc33734e817,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T11:18:31.109000,2021-12-10T19:32:16.917000,
9a9e812b-3f00-430d-9082-4686443c0648,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-09T20:51:34.537000,2021-12-10T20:32:50.302000,
4f617162-2366-497f-a04a-8b836cdfbc14,CUERNAVACA 001,SUCCESSFUL,2021-12-10T16:09:54.888000,2021-12-10T12:43:29.176000,2021-12-10T19:51:20.572000,
f99d01a9-827c-4e4c-a87c-2ded86c7964b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T09:52:48.259000,2021-12-11T21:15:32.027000,
458be157-6d51-4716-b853-c98c07e7d2d8,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T12:14:19.341000,2021-12-11T20:52:11.228000,
1e7f5b1a-6afd-4dd4-abf2-efe9568ef00f,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-10T21:37:45.556000,2021-12-11T20:27:42.179000,
1a74166b-2c27-4b59-92dc-cd458ed36afa,CUERNAVACA 001,FAILED,2021-12-11T17:49:58.726000,2021-12-10T16:24:17.341000,,2021-12-11T19:47:24.157000
4cc6fcbf-9b8f-4881-9ec1-45d2a612be71,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T11:26:26.568000,2021-12-11T18:52:23.151000,
af27f5c0-394d-4191-b09a-da9338281e3e,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T02:52:11.289000,2021-12-11T18:27:51.725000,
812df392-fdeb-441b-9398-93cd603bd0bd,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T11:19:43.350000,2021-12-11T20:11:19.088000,
58302850-87c7-451d-a530-7c946a2842ce,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T11:31:30.083000,2021-12-11T21:31:01.214000,
a293d9e8-7331-4bb5-af3c-e84b93491532,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-10T18:34:56.003000,2021-12-11T19:37:00.349000,
36a822ff-6bf3-4728-a870-fb76cdb52f64,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T10:36:31.339000,2021-12-11T19:58:22.255000,
50db0aff-756a-415d-ac87-1a22a3fc47e2,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-10T18:38:50.143000,2021-12-11T19:25:13.317000,
4f4f2d67-a630-495f-9545-a3982e7f9883,CUERNAVACA 001,FAILED,2021-12-11T17:49:58.726000,2021-12-10T21:38:52.421000,,2021-12-11T21:56:22.272000
762a52ef-1a44-479f-967e-33142c62a10a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-10T18:40:00.828000,2021-12-11T19:24:32.846000,
bf652eb7-e309-401a-ab7c-e6e2e2bf7678,CUERNAVACA 001,FAILED,2021-12-11T17:49:58.726000,2021-12-11T02:30:30.032000,,2021-12-11T21:56:54.066000
98523605-2bfa-4022-b2dd-331a7b9d1425,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T10:35:21.952000,2021-12-11T18:59:36.437000,
7208795a-bdd1-42e2-95b3-4ffcd79b2fc4,CUERNAVACA 001,FAILED,2021-12-11T17:49:58.726000,2021-12-10T18:31:25.536000,,2021-12-11T21:55:33.663000
2fa761b8-7204-48e4-9093-cc82684c6c2b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T12:22:10.333000,2021-12-11T18:18:22.827000,
ed75ee61-5160-4dec-943d-23d6faf0f426,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:49:58.726000,2021-12-11T12:12:40.718000,2021-12-11T18:37:10.297000,
b85009c3-8f10-4cfa-ad52-8e36512a9eb5,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:33:55.889000,2021-12-08T13:16:45.041000,2021-12-09T09:57:25.526000,
737ad0be-9ce4-4035-8603-71e3fdef3faf,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:33:55.889000,2021-12-08T13:31:29.840000,2021-12-09T09:34:35.146000,
d5c80597-872d-4658-8783-a524143030f4,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T11:32:41.068000,2021-12-11T19:04:48.743000,
47428b2c-bf46-477e-8fc3-b264644491ad,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T00:01:58.223000,2021-12-11T19:30:20.533000,
651daac1-7dc3-4880-a24c-e0dc607a253c,CUERNAVACA 001,FAILED,2021-12-11T17:24:37.030000,2021-12-10T18:46:11.555000,,2021-12-11T18:24:53.893000
b0a79b18-f94d-4671-9df6-567326d68fce,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T00:49:36.724000,2021-12-11T18:45:02.495000,
034ef091-d8d5-4f64-afdf-7b613915830a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T12:16:51.397000,2021-12-11T19:24:09.988000,
ec593d54-3484-4360-a1c5-b42670f79cf0,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-10T16:37:26.972000,2021-12-11T18:36:41.926000,
60cd9444-f8af-4bd4-bd38-7d3199f62c09,CUERNAVACA 001,FAILED,2021-12-11T17:24:37.030000,2021-12-10T17:14:02.143000,,2021-12-11T18:25:52.540000
4ab340aa-0bdc-4249-8060-2302e3596ca3,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T12:06:50.601000,2021-12-11T18:56:29.964000,
1a936feb-a544-4391-b8f1-796543518eaa,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T11:19:05.173000,2021-12-11T19:52:01.676000,
b0f930d7-c802-4f2d-ba58-a10c2c209ff0,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T10:33:59.369000,2021-12-11T18:08:08.242000,
58450dcf-b284-4f1f-86eb-3c55e9a48746,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T12:03:24.827000,2021-12-11T19:44:34.571000,
605f9bbf-4963-4127-b83b-82ac35cecab6,CUERNAVACA 001,SUCCESSFUL,2021-12-11T17:24:37.030000,2021-12-11T12:49:39.332000,2021-12-11T18:16:37.206000,
37f62921-a92c-4dd7-849e-949f0f7d1288,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T15:20:05.523000,2021-12-12T09:49:45.241000,
e15bc0c2-7b51-47d9-9b5c-5999eaa61f92,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T17:48:32.278000,2021-12-12T08:38:08.792000,
b4c47452-aa2c-423d-b7e3-cd104aa453ca,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T14:17:58.110000,2021-12-12T08:56:08.554000,
f133858f-b20a-4290-b0fd-5498bd59d19b,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T12:33:17.989000,2021-12-12T10:12:03.550000,
589f5dce-202b-4b81-8a92-1e3119c4015a,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-10T19:38:03.235000,2021-12-12T10:03:02.132000,
9091b8ce-b005-4127-ad21-f1333c86ed71,TULUM 001,FAILED,2021-12-12T08:08:43.004000,2021-12-11T16:46:42.902000,,2021-12-12T11:00:20.513000
d20505b8-6b2c-403b-bf6b-6a28ca5d77e7,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T14:14:41.337000,2021-12-12T09:34:19.153000,
75aa37b9-f94a-4878-94dd-888a57ed6328,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T13:38:45.786000,2021-12-12T11:08:12.648000,
71772972-0788-4c3a-a917-ddd3422e8bd1,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T16:19:39.518000,2021-12-12T09:21:53.259000,
66f239ff-b850-4f23-8de6-614c35e17cb6,TULUM 001,SUCCESSFUL,2021-12-12T08:08:43.004000,2021-12-11T14:47:28.538000,2021-12-12T09:08:27.208000,
4c6cfe56-363d-428a-9790-3a5f5d587012,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-10T09:52:16.886000,2021-12-10T13:20:03.099000,
3b854eed-e6e0-4515-b2a5-eaacfd298b7c,TULUM 001,FAILED,2021-12-10T12:33:10.985000,2021-12-09T11:44:36.860000,,2021-12-10T14:18:15.178000
ff268567-4cf9-4637-9566-6bcc8455ad24,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-09T20:45:20.095000,2021-12-10T14:25:04.238000,
5d4b6363-d58b-48f2-bf04-b4af57fd4b1d,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-09T17:54:15.414000,2021-12-10T15:15:41.996000,
ed8ef81a-327b-4748-838c-e7a3fe2f7dce,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-10T10:35:51.272000,2021-12-10T15:03:49.901000,
11946177-b239-48cc-ba33-b135380c6843,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-09T17:56:11.983000,2021-12-10T13:32:39.849000,
955c7d1b-c7c9-4704-afba-0a3d0317d8e7,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-09T20:41:28.661000,2021-12-10T15:41:20.360000,
ce030ff2-afd0-4667-be5f-5a3525952aea,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-09T20:02:20.978000,2021-12-10T14:35:35.186000,
72915472-939f-42c1-b783-d4df785d1f8a,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-09T12:11:11.054000,2021-12-10T13:47:08.753000,
81b28d76-5471-4579-95a3-a4db663f9e2d,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-10T10:45:51.182000,2021-12-10T14:44:27.705000,
c556f283-adf2-4079-a85e-627c32d2fbee,TULUM 001,SUCCESSFUL,2021-12-10T12:33:10.985000,2021-12-10T10:22:02.461000,2021-12-10T13:11:08.337000,
20423bf3-c705-4ec8-a126-9370c57dc1f1,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T12:54:11.631000,2021-12-11T14:50:57.935000,
0497fe24-730b-4abf-a359-461cc45459e9,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T12:38:29.461000,2021-12-11T13:44:44.088000,
ae6d5803-41fe-438b-9073-c4f200dddbf6,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T11:08:51.040000,2021-12-11T16:57:45.098000,
2edf5d3d-af0b-4d79-bccb-9666db84d07f,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T11:22:12.842000,2021-12-11T15:43:09.535000,
23798647-22a8-4e48-ade6-4d970be5175c,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T13:36:25.985000,2021-12-11T11:23:25.743000,
95240a88-4639-43c8-8759-55a0eb82da7e,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T18:03:21.721000,2021-12-11T12:57:22.974000,
b71cd151-624a-46dc-878b-8c6a8e8d2508,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T12:43:19.954000,2021-12-11T16:34:52.959000,
750f0765-e79b-4b89-82e4-ddad3595497d,TULUM 001,FAILED,2021-12-11T10:28:59.881000,2021-12-10T12:48:10.909000,,2021-12-11T17:54:46.240000
36b52772-227a-4ff9-a6d7-616064b0a79a,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T13:54:14.271000,2021-12-11T13:22:12.880000,
16f70703-13c9-4439-ae3e-3ff9fe41ef71,TULUM 001,SUCCESSFUL,2021-12-11T10:28:59.881000,2021-12-10T13:27:43.282000,2021-12-11T14:42:26.047000,
