id_paquete,id_monitoreo,arreglo_estados,complemento_estado,fecha_creado
0f7eb827-824a-43cf-998e-b44552c1622e,viMIv9jzXbuz8I5GlGqt,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T09:16:09.316000
f111fff9-d4ba-4a48-85cb-039d2fd74c89,0EAXXTAQID3A9ZWCITRY,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:13:03.671000
09d2446b-4bad-4974-9b0a-88f687c60764,KNVAMSE4RDGMQNDYJ8XH,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:28:49.415000
89801b76-e26f-49af-acf1-d788cd76a53e,OMRNBC6ABK7V3FGUYSXP,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:31:19.920000
3098f709-dc67-465d-aba4-be865368271f,GXVWKHSUBTGH2657MZP6,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:13:44.893000
cc06a149-c1a5-4591-921d-2715a03b74d0,FAOCBNHNSDOWXIOVNLM8,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:16:58.633000
0a1e1b7b-8972-4ca4-9f15-92a8050f0041,0CWPQWTEJYQLSDETAHDW,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:02:59.077000
b594a9f7-f323-41e2-9bce-12565a35a408,RFAO4CRIVU3BYXX91KYN,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:11:36.908000
ccfe0988-be63-4e8f-b2d7-4d008da627ad,MQDSMIY0RFJRC1ZF2REF,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:18:58.781000
4b3f9f44-acf5-474f-bba1-cef8d7f38d63,Q8EPKP0CU3N8TYZDH9FE,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:14:32.931000
eb981dc0-f2a3-482e-bfd8-c689d690196c,EAWHCIFATZRW28BOQGR6,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:35:43.379000
0ad5e6e9-ba3b-4598-a07c-ed94a02e3150,J6651FBVIT2FWIGSNHTY,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:17:52.911000
57b417ce-20fd-4682-ace1-8ca3e0782e82,9JR78TSGZUCMTWC4K1U1,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:44:00.664000
fc81b9b1-8a63-4459-bbcb-ea0363c122e4,NrhE9WqnmkpkAhzqk8jM,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T09:16:09.042000
e86456a2-6cae-4b3a-8bf7-e2d58ee41e42,FJMGTBPBT4OMISBIU1VL,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:28:43.280000
9d0399b2-1a5d-4638-bcff-4032fe1815f6,68AXRPLJRTEUDK8ZAKHG,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T09:56:23.596000
fd65451c-0543-4074-80ba-78738a2c47c4,AXM1D7MYN9JXY3YH6C9M,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T09:36:02.451000
bdb537f4-fbfe-4558-9187-8414a914e2a6,59VECD6MEFVCZ9VPC2WK,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:52:48.188000
e091b529-bd57-49a8-9dab-1bc21a16c2cd,CBPGKEJEW2H0O5AZNBZX,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:09:21.149000
1204ffa2-3b71-4c75-93f5-b9b3755e872a,7C2FYQHXYJZVEJI69IXQ,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:47:20.477000
223480ea-e82c-45f7-8549-43056f50a375,OAMTXSZ9HYWA4VND0R1U,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:11:48.399000
2e2384f3-05c7-4247-b581-4f356e5b17d0,1OKEDXZA37ZY7F3KEP3L,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T13:23:10.416000
004d2053-a310-4438-b941-e676abb9a104,HNCVSUXVPSJHBA3XQ1QT,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:32:27.064000
a3b9f28a-416c-41d9-87d2-0ddc5069d0b3,OSXLF7MWNAFK2MJQOHQW,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:06:10.201000
50b16e0b-78b4-44f3-805c-58234efbf4c0,UXV3JDH5VUROMJ9ES2JF,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:15:34.783000
09c281d8-9ca1-4a8a-ab8a-66dd38003597,XNFOBTD3KDHUOFVEKAGB,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:00:47.622000
819104f8-979b-49ef-bcfb-3a6090e6e4fe,GA4CZ3JP4MLGGMFWF4BA,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:06:56.453000
e513d4b2-7b75-4a9f-ae16-ef395c121f81,1ZZCDNX21XNRFVNL3KSV,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:51:13.800000
0f3b2515-63cc-4bcb-9184-2c26e3ef6faf,M5QL9CARAHRIXPMLARTW,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T13:07:01.931000
b01c3c9b-caee-40a6-aa90-91ca5e844387,WWO8LPGPIVLVVNXJ15EA,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:20:37.849000
22a93192-dc29-4e61-b316-0110e92135a2,CBNB482K0NR5US02XCII,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:20:01.778000
8d9e8d84-d0a2-45ec-a6d5-65f29f20582f,7NKJAYHXHYMFOLNC5KER,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:08:33.851000
5eb1b38f-aafe-436c-bba3-2eecca6ca015,VMPVQDOPROOXCNHX6SBM,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:38:55.682000
1bb67240-71bf-4936-8a50-005540a04b61,EKAXAFGTAPRF3INWWRSM,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:41:06.747000
ee70e964-0d0d-4393-b9b0-2508d7d6a5da,NAXHE7HPFVZDR9NRIJQI,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:38:11.569000
919cd66e-a081-4e53-99d4-fb3cef884327,HMGEPHBJU2SUHGZ6GEOH,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:29:39.660000
37f76581-a509-4f21-a7ef-fa8b0deff90f,2VLOXGC8KYYZCITBAABU,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T13:12:46.778000
1db74534-8afa-4800-93b3-5bb8f1fe18ea,IVIEQIRFKBPYOA3ZM9C0,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T13:09:44.858000
6f283d1a-5684-4ede-a32b-875e4b3d4598,QZNWW65DZ6NLIR9MFLNM,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:16:25.436000
7b0faff2-4e7a-410d-91a1-c1913a21d9a6,WWPUGWMKUNPGNMTSVNV2,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:09:52.080000
1b3924ac-370d-46fb-9f48-fda28fd9b245,ZFIYFBMXNOZFKKKXBLDI,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:01:00.074000
808375ad-430e-4837-a44e-04f9c205db43,HQS52MUJARDYNQHAMFXT,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:53:16.918000
0a3efda5-2d88-4260-aba4-1fc23d97f070,NAXUFYLDBATBFEOXLC1Q,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:04:00.154000
a73f776f-2d41-4d56-9868-2786d1824513,4PVSTCOTP6QYPSYC99QF,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:29:41.053000
5d9ad5c8-11e2-46e6-84d5-46ed90340c2c,BNHCMUE6E3YGFOHNVGHR,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:03:48.190000
9d094f2b-bc71-49b7-acc2-dd2bed9a19c1,H96WCBWNATVI8M5GSAWE,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T10:45:14.101000
de1bc189-97f4-4869-a0dd-9ee640411706,OMOC0MW3M2FMBZ599MJE,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:24:39.762000
ff25368f-aace-4333-b471-24efc2eb08fc,H2KSJUMOSUKTHGYPCVOM,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:05:05.787000
e0395da2-2fe5-4f16-ace8-aaa81da0e0c4,49N6YYAMYP22EVPRAU3V,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:08:07.159000
09adbee9-9468-4313-b130-34ee6d76f0c3,GJI0CMF8ONF9OR3PKVVJ,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:22:24.791000
a514fabf-e972-4bdc-88df-b638b47562b7,JG5QBHQ734IXDTCK7PPB,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:28:33.413000
676ae506-79fa-47d6-b53c-206f06950b06,PQTUIUWKMQWQKGGDM7LR,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:21:07.936000
6541058b-dbf9-4a62-a8eb-e90f26c2da16,WHNVU7EBY0QFHJQSGQMG,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T12:43:58.982000
4a494e7a-65e7-4d73-baa0-b2c5bbe1e2c5,6SDUOU6GACITRQBHUAIH,"[DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,DELIVERED,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,NEXT_IN_ROUTE,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,ARRIVAL_SCAN,ARRIVAL_SCAN,CREATED,CREATED]","[ORIGIN_SCAN,ORIGIN_SCAN]",2021-12-10T11:05:26.597000
